,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
60370,1980-07-01 22:00:00,netherlands,,,unknown,120,2 minutes,Big black object with coloured lights,12/02/2000,52.132633,5.291266
60396,1986-07-01 17:00:00,halandri (near athens) (greece),,,cylinder,120,1 1/2 mins,250 foot silver cylinder,06/02/1998,38.021331,23.79863
60418,1989-07-01 17:30:00,riyadh (saudi arabia),,,diamond,600,10m,I DID NOT SEE THE UFO IT SELF&#44 BUT I SAW THE PLACE IT LANDED IN 3 EVEN SPOTS BLACK LIKE IT WAS PLASTED OFF . THE STRANGE THINGS IS CLOT,03/04/2003,24.711667,46.724167
60434,1990-07-01 22:30:00,kazakhstan,,,cigar,3,3 seconds,rectangular/cigar shape object with glowing blue lights&#44 glowing blue body and blue &quot;exaust&quot; trail.,2/24/2007,48.019573,66.923684
60451,1992-07-01 21:00:00,la romana (dominican republic),,,light,480,5 to 8 minutes,Giagantic circle of light emitting smaller light circles of different colors,10/30/2006,0,0.0
60492,1996-07-01 19:30:00,camp hanson (okinawa) (japan),,,triangle,0,03-May,I saw a V-shaped aircraft flying very fast and making avery loud noise in Okinawa Japan in 96&#39,09/02/2005,26.460468,127.915081
60511,1998-07-01 01:00:00,st. thomas (u. s. virgin islands),,,,0,not sure,craft from st thomas,08/07/2007,0,0.0
60539,1999-07-01 23:00:00,xangrila (in rio g do sul state) (brazil),,,triangle,600,10 minuts,b  Before  i report this sighting&#44 i mustad  some extra information &#44 because i believe to be crucial    from my experience&#44 and sorry,4/22/2003,-29.802776,-50.041263
60595,2002-07-01 23:30:00,kilkenny (republic of ireland),,,unknown,3,3 seconds,Flashing Lights in night sky come for second visit.,7/26/2002,52.654145,-7.244788
60609,2003-07-01 23:00:00,bermuda,,,light,2700,45 minutes,Wierd Slow Moving Bright Light,2/14/2006,32.3078,-64.7505
60759,2012-07-01 18:25:00,heidelberg (80 km south) (south africa),,,light,3,3 seconds,very Fast moving light South Africa near Heidelberg.,07/04/2012,0,0.0
60761,2012-07-01 19:03:00,simberi island (papua/new guinea),,,fireball,3,3 seconds,White/Bluish object sighted falling vertically into ocean - approx duration 3 secs.,07/04/2012,-2.620546,151.993102
60808,1966-07-12 03:00:00,cam rahn bay (viet nam),,,unknown,600,10 minutes,The object with its bright light bounced up and down over the flightline like a bouncing ball&#44and had no engine sound.,6/20/2005,11.893334,109.170167
60838,1998-07-12 19:00:00,albert falls dam/reserve ntl (south africa),,,light,360,6mins,mimicry of torchlight flashes by  light in sky,6/21/2000,0,0.0
60847,1999-07-12 08:00:00,carmarthen (wales),,,flash,20,10-20 secs,Chrome like object seen moving in the smoke trail left behind after an aeroplane,7/14/1999,51.85762,-4.312131
60911,2004-07-12 18:20:00,maracay (urbaniz&#44 el casta&ntilde;o) (venezuela),,,sphere,5,5 seconds,Myself a Medical Doctor and my daughter have seen a rounded &#44 light green sphere aprox. 10 thousand feet high&#44 at least 60 feet in diam,5/15/2006,10.246944,-67.596111
60938,2006-07-12 22:00:00,uk/england,,,other,1800,30 minutes,Driving in my car at sunset&#44 I noticed 2 bright lines in the sky moving both horizontally and vertically but never changing position.,7/16/2006,52.355518,-1.17432
60957,2008-07-12 00:00:00,uk/england,,,circle,180,3 minutes,UFO going through the sky,08/12/2008,52.355518,-1.17432
61016,2011-07-12 20:00:00,praia da vitoria&#44 terceira&#44 (azores; portugal),,,disk,0,instant,Disk shape and sphere shape near US military base (also the only island airport) Tericeira&#44 Azores,7/17/2011,0,0.0
61018,2011-07-12 20:15:00,australia (northeast),,,unknown,13,13 seconds,Bright light observed moving fast by two in north australia.,3/13/2012,-25.274398,133.775136
61164,2004-07-13 20:00:00,dungannon (northern ireland),,,changing,600,10 minutes,The object changed from ball shape to saucer shape and flew at a steady altidute and at speed.,7/25/2004,0,0.0
61378,1975-07-14 14:00:00,camp hansen (okinawa&#44 japan),,,triangle,30,30 seconds,Very large black triangular craft observed on Okinawa Japan traveling from very slow to out of sight in seconds.,5/15/2006,26.460468,127.915081
61395,1994-07-14 23:00:00,perpignan/canet (between) (france),,,sphere,0,,1 red light then 2 in the sky,8/28/2003,42.705363,2.950008
61525,2007-07-14 23:34:00,szerzyny (malopolskie) (poland),,,circle,0,,I took a photo of the circle,08/07/2007,49.809006,21.245283
61620,2012-07-14 23:55:00,bitola (macedonia),,,disk,600,10 minutes,FLYING SAUCER RIGHT ABOVE ME &#33&#33&#33&#33,08/05/2012,41.031944,21.334722
61680,1955-07-15 19:00:00,yokota a.f.b.,,,light,7200,2hrs,Missing time,1/17/2004,0,0.0
61756,1968-07-15 19:00:00,qui nhon (viet nam),,,light,420,7 min,2 high altitude lights making oblique turns&#44 starts and stops&#44 and then shooting into space at incredible speed.,11/20/2001,13.782967,109.219663
61780,1971-07-15 14:00:00,philippine sea (at sea),,,cigar,420,7 minutes,Navy ship meets UFO mother ship at sea.,12/05/2013,19.491411,132.55096
61801,1974-07-15 02:00:00,mediterranean sea,,,unknown,1800,25 to 30 min.,underwater light outruns one of the US NAVY&#39S fastest ships and the coverup that insues,6/18/2004,34.553128,18.048011
61842,1976-07-15 10:00:00,ponce,,,sphere,60,1 minute,FOR ME&#44THEY ARE INSIDE OF THIS PLANET.,08/07/2007,0,0.0
61882,1978-07-15 13:00:00,uk/england,,,sphere,0,,sphere hovering by tree&#44 witnessed by four,12/16/2005,52.355518,-1.17432
61887,1978-07-15 20:00:00,panama,,,circle,600,10 mins,TWO OBJECTS MOVING AT IMPOSSIBLE SPEEDS THEN DISAPPEARED .,4/16/2005,0,0.0
61892,1978-07-15 22:00:00,jarabacoa (dominican republic),,,cigar,120,1-2 mins,UFO Sight in the Domincan Republic,12/23/2002,19.116667,-70.633333
61919,1981-07-15 20:00:00,mexico (in jungle),,,disk,600,5-10 min.,I saw a disc shaped craft with lights underneath slowly moving with no noise across the horizon,8/20/2001,0,0.0
61930,1983-07-15 10:00:00,philippines,,,disk,0,,in god we trust,3/19/2009,12.879721,121.774017
61982,1989-07-15 22:00:00,finland,,,circle,6,6 seconds,Suddenly a big&#44 bright red circle appeared to the sky&#33,11/26/2003,61.92411,25.748151
62077,1996-07-15 23:30:00,wommelgem (near antwerp) (belgium),,,triangle,3,3 seconds,Three moving&#44 turning lightnings going to one direction who than suddenly dissapeared,5/27/2003,51.2,4.516667
62124,1998-07-15 22:00:00,warsaw (a few miles outside) (poland),,,diamond,180,about 3 minutes,A bright light that hovered and then disappeared below the treeline.,10/12/2001,0,0.0
62153,2000-07-15 01:00:00,belgium,,,fireball,3,3 seconds,It was night and cloudy. It was like a fire ball going straight and very fast with an orange colour. We were on the road with my wife&#44,2/22/2002,50.503887,4.469936
62232,2001-07-15 23:00:00,pueto de mazarron (mercia) (spain),,,unknown,120,2 mins,object of dull star light moving north south accross sky,11/20/2001,37.564007,-1.266238
62236,2002-07-15 00:30:00,cala gonone (sardaigne) (italy),,,unknown,25800,4&#4430minutes,boule lumineuse en suspention au dessus de la mediteran&eacute;e&#44 qui se deplaca a plus de mag3 en disparaissant,8/28/2003,40.284012,9.633347
62247,2002-07-15 09:30:00,campo alegre (huila) (colombia),,,disk,0,,Al momento de tomar la fotografia no se observo ning&uacute;n objeto extra&ntilde;o. Al momento de descargar las fotografias en mi computador se obse,9/28/2002,-9.783125,-36.35078
62426,2008-07-15 00:00:00,iraq (during helicopter firefight),,,other,30,30 seconds,MILITARY REPORT:  &quot;Ceiling of Mirrors&quot; over my Blackhawk Helicopter.,2/27/2014,33.223191,43.679291
62505,2011-07-15 19:45:00,san jose de ocoa (dominican republic),,,oval,0,still go on,green circles and animals raptor on the farm in San Jose de Ocoa Dominican Republic,08/07/2011,18.55,-70.5
62562,1972-07-16 22:00:00,el salvador,,,light,360,6 minutes,Apparent satellite made right angle turns&#44 zigzaging across sky&#44 then shoots away VERY fast.,4/16/2005,0,0.0
62626,2002-07-16 10:30:00,uk/scotland,,,,0,,Subj: Fwd: UFO Sighting in Scotland 16-7-2002 Date: 7/18/2002 9:51:17 AM Pacific Daylight Time From: yachtillusion@hotmail.com Sent fro,8/28/2002,56.490671,-4.202646
62673,2006-07-16 17:00:00,uk/england,,,disk,600,10 min,fly metalic disc and manuvering in a fast way like stunt kite,10/30/2006,52.355518,-1.17432
62703,2008-07-16 20:49:00,doncaster,,,disk,540,9 mins,3 objects hovering ov housing estate.  ((NUFORC Note:  Student report.  Possible hoax.  PD)),08/12/2008,53.52282,-1.128462
62704,2008-07-16 21:30:00,bermuda,,,other,600,10 min,Plane with 6 jet burners right below the tail of the craft&#44 made no noise&#44 no lights on the cabin. ((NUFORC Note:  Probable hoax.  PD)),10/31/2008,32.3078,-64.7505
62767,2011-07-16 22:23:00,tabriz (iran),,,unknown,0,,I saw winking object that was flying rapidly from west to east,7/17/2011,38.066667,46.3
62860,2002-07-17 22:00:00,san felipe (baja california) (mexico),,,cylinder,1800,30 minutes,there are objects in the baja area not yet identified&#33&#33&#33&#33&#33&#33&#33&#33,7/26/2002,10.340556,-68.736944
62940,2007-07-17 21:50:00,givataim (near tel aviv) (israel),,,light,0,15,redish light over urban area flying slowly in a straight and possibly level path,10/08/2007,32.072176,34.808871
62948,2008-07-17 20:37:00,shanghai&#44 pudong new district (prc),,,triangle,1740,29 minutes,&quot;V&quot; Shaped object with multi color lights over Shanghai PuDong sky.,08/12/2008,31.221959,121.544721
62997,2011-07-17 00:00:00,aughnacloy (northern ireland),,,circle,300,5 mintues,Aughnacloy (Northern Ireland),7/17/2011,54.41336,-6.97469
63125,2001-07-18 22:55:00,france (antibes),,,disk,180,3mins,foreign object  in the sky over  antibes/nice&#44france july 18th 2001,08/05/2001,46.227638,2.213749
63172,2006-07-18 17:00:00,uk/england,,,fireball,6,6 seconds,Glowing UFO seen,10/30/2006,52.355518,-1.17432
63204,2008-07-18 22:00:00,tehran (iran),,,,3600,about 1 hr,two V-shaped UFO&#39s with blinking lights in with different color&#44 one stoped in the skye for 20 mins.,08/12/2008,35.696111,51.423056
63264,2011-07-18 03:40:00,tabriz (iran),,,unknown,5,5 seconds,a blinking object,08/07/2011,38.066667,46.3
63359,1999-07-19 21:00:00,dicomano (nne pf firenze) (italy),,,disk,2,seconds,Dark objekt moving slowly from E to V. Rappid accelerat and and make 1 jump up and down.From vertical verry fast flight spinning in a s,08/10/1999,43.890989,11.523296
63384,2003-07-19 00:50:00,barra da tijuca (rio de janeiro) (brazil),,,other,1200,15 - 20 minutes,lights came out of the bottom and evenly fanned out toward the ground in rows like the tines of a fork,7/23/2003,-23.000371,-43.365895
63422,2005-07-19 22:00:00,tempesque bridge (west of palma approach to) (costa rica),,,other,0.38,.38 second,streak of light/object moved across the sky at an extremely high speed,09/02/2005,9.920987,-84.098549
63468,2009-07-19 00:00:00,costa adeje (tenerife),,,triangle,10,5-10 seconds,zig zag across clear sky covering the full sky in a few seconds,08/05/2009,28.076686,-16.731949
63581,1976-07-20 23:00:00,puerto rico,,,light,300,5 min,A strange red light moving side to side,4/27/2004,18.220833,-66.590149
63608,1987-07-20 23:00:00,chimkent (shymkent) (kazakhstan),,,cigar,1800,30 min,Orange sigar-shaped glow with dots of light above were sighted in the mountain area near the Tourist camp.,05/11/2005,42.316667,69.595833
63665,2000-07-20 13:00:00,donegal&#44 atlantic drive (republic of ireland),,,sphere,240,2-4 minutes,2 silver/see through balls in the sky moving int he same direction but iratically,10/30/2006,54.480588,-8.277474
63728,2004-07-20 01:00:00,cancun (playa del carmen) (2 hours south of),,,light,600,10 min,Satallite with a mind of its own?? Riviera Maya&#44 Mexico,08/11/2004,21.161908,-86.851528
63875,2012-07-20 22:35:00,mossel bay (south africa),,,circle,3600,1 hour,The object was seen over the area on three occasions between the middle of July 2012 until the end of July 2012. It first appeared stat,8/19/2012,-34.183333,22.133333
63982,2004-07-21 23:30:00,new zealand,,,disk,1920,44:32 minutes,egg shaped crafts with projectiles and beams,7/25/2004,-40.900557,174.885971
63984,2005-07-21 13:00:00,banbridge (northern ireland),,,circle,2,2 seconds,The circular shaped object came from behind a cloud at great speed and disappeared behind another&#44not coming out the other side.,09/02/2005,54.34897,-6.26978
63986,2005-07-21 20:00:00,unknown,,,cylinder,20,10-20 secs,A pale orange vertical cylinder object seen on an America West flight.,09/02/2005,42.230537,-83.74664
63994,2006-07-21 00:02:00,tehran (iran),,,light,5,5 second,that were a one Sphere that where were two sphere back first,10/30/2006,35.696111,51.423056
64079,2011-07-21 11:00:00,oslo,,,cigar,2,2 seconds,UFO spotted over Oslo&#44 Norway moments after presumed terrorist attack.,08/07/2011,59.913869,10.752245
64106,2012-07-21 20:00:00,carolina,,,light,300,5 minutes,Red lights seen in the sky.,08/05/2012,0,0.0
64148,1957-07-02 12:00:00,iceland,,,cigar,0,,It was a cigar shaped craft 400-feet long and 75-feet in diameter&#44 like shiney aluminum.,10/20/2005,64.963051,-19.020835
64151,1971-07-02 21:00:00,atlantic ocean (cv-67 u.s.navy),,,sphere,300,5 minutes,After noting a communicaitons failure&#44 we observed a large glowing sphere hovering over the ship.,7/23/2000,-14.599413,-28.673147
64236,2005-07-02 19:00:00,canada,,,changing,0,till now,from my experiences i could eiter be the anti christ or messiah of many messiahs on earth,2/14/2006,56.130366,-106.346771
64256,2008-07-02 11:30:00,faliraki (rhodes),,,light,30,30 secs,Me&#44 my Mum and Dad was coming back from a bar on the Beach&#44 when we saw a light go across the sky. Another man saw it too. It went very,10/31/2008,36.334934,28.20772
64274,2009-07-02 17:40:00,gaios&#44 paxos (hellenic republic),,,cigar,40,40 seconds,One mile NW of Gaios&#44Paxos&#44Corfu&#44Greece. Large white cigar shaped object at high altitude. Possibly three times the length of a reg,08/05/2009,39.197371,20.185195
64482,2006-07-22 22:30:00,manchester,,,,0.0,10, ((Location unspecified)) 3 bright orange moving objects like stars but moving disapered/faded at the same place (not at same time),10/30/2006,0,0.0
64614,1999-07-23 13:00:00,bishipstone (near salisbury&#44 wilts) (uk/england),,,teardrop,600.0,10 mins,ALUMINEUM IN COLOR ROTATING WITH A WOBBLE&#44IT WAS APROXIMATELY 30 FEET IN DIAMETER IT HOVERED OVER TREES FOR THREE MINUTES BEFORE SLOWLE,08/10/1999,50.790228,0.088627
64745,2009-07-23 00:00:00,urmston (manchester),,,sphere,180.0,3 minutes,four spheres travelling in pairs,4/13/2010,53.448717,-2.374697
64756,2010-07-23 00:00:00,afghanistan,,,triangle,10.0,10 sec,Hi I made a report from FOB Gamberi in afghanistan a few months back&#44 well I returned to recheck the size of the object as it hovered o,11/21/2010,33.93911,67.709953
64779,2011-07-23 11:00:00,western u.s. (commercial flight),,,sphere,3.0,~3 seconds,Western U.S.:  Metal / gray sphere seen during commercial flight.,2/28/2013,36.637143,-121.09191
64821,2012-07-23 23:05:00,dayton,,,other,7200.0,2 hours,Watched hovering multicolored UFO for 2 hours.  ((NUFORC Note:  Probable sighting of Arcturus.  PD)),08/05/2012,0,0.0
64846,1988-07-24 11:00:00,hong kong,,,formation,0.0,unknown,Have a photo that shows a UFO taken over Hong-Kong China,2/18/2001,22.396428,114.109497
64893,2003-07-24 00:00:00,kuwait (camp &quot;new jersey&quot;),,,disk,240.0,4 minutes,3 different type of lights spinning CW and CCW against each other and the craft would appear and disappear.,2/27/2014,29.31166,47.481766
65103,1999-07-25 20:00:00,caicara (venezuela),,,circle,900.0,15 minutes,We watched the craft and an alien for 15 minutes.,08/05/2001,-27.279605,-53.426186
65112,2000-07-25 16:00:00,panama,,,flash,120.0,2 min,el movimiento en que se desplazaba la nave era muy lento con  luz tan fuerte como la del sol flasheaba cada 10 segundos durante 2 min,4/28/2001,0,0.0
65136,2002-07-25 00:15:00,zrenjanin (yugoslavia),,,fireball,20.0,20sec,driving a car ;pink ball(flashing in all directions);,7/26/2002,45.372222,20.402778
65174,2004-07-25 22:00:00,mexico,,,sphere,2.0,few seconds,fast moving object across bay,6/20/2005,0,0.0
65194,2006-07-25 21:45:00,zedelgem (west vlaanderen) (belgium),,,oval,0.0,,Strange Lights flew over a rustic village called Zedelgem,10/30/2006,51.142178,3.13684
65273,2009-07-25 23:00:00,uk/england,,,other,227.0,3 minutes 47 seconds,lights circling and swirling rapidly in seemingly random patterns.,08/05/2009,52.355518,-1.17432
65274,2009-07-25 23:15:00,uk/england,,,other,30.0,30 seconds,A very constant bright light&#44 too high to be a plane or any other flying object&#44 glided across the sky.,08/05/2009,52.355518,-1.17432
65277,2010-07-25 00:05:00,windsor great park (berkshire) (uk/england),,,other,60.0,1 minute,As we were driving through Windsor Great Park in the county of Berkshire&#44 United Kingdom&#44 both myself and my girlfriend witnessed  from,7/28/2010,51.424085,-0.617771
65317,2012-07-25 20:20:00,democratic republic of the congo,,,disk,120.0,2 minutes,Flying Saucer in Democratic Republic of the Congo,08/05/2012,-4.038333,21.758664
65367,1995-07-26 00:00:00,rotterdam (the netherlands),,,formation,45.0,45 seconds,3 saucers like disks travelling as triangle,08/05/2009,51.921667,4.481111
65373,1998-07-26 12:00:00,corrolejo (fuerteventura) (canary islands),,,fireball,0.0,appartments,Everyone saw it&#33,9/19/2002,28.729694,-13.86715
65455,2005-07-26 15:54:00,discovery shuttle launch site,,,unknown,20.0,20 seconds or so,UFO captured on CNN Discovery Launch Video - TWICE &#33&#33,09/02/2005,0,0.0
65497,2009-07-26 00:00:00,guayaquil,,,sphere,30.0,30 seconds,two sincronized ligths crossed highway make road lights turn off and then fade,08/05/2009,-2.170998,-79.922359
65526,2011-07-26 19:15:00,eastern u.s. (commercial flight),,,sphere,3.0,~3 seconds,Eastern U.S.: Metal / gray sphere seen during commercial flight. [CORRECTION to 7/23/11 report],9/30/2013,31.952856,-102.171694
65609,2000-07-27 08:30:00,taurangat (tauranga) (new zealand),,,sphere,300.0,5 minutes,SMALL AND SILVER LIKE TINFOIL BUT FAST.,4/28/2001,-37.687797,176.16513
65637,2002-07-27 22:20:00,brussels (40 km east of) (belgium),,,light,30.0,30 sec,Bright fast moving &quot;satellite&quot; changes from straight line movement to erratic movement and then disappears abruptly,12/23/2002,0,0.0
65656,2003-07-27 22:50:00,l&oacute;d (??) poland,,,circle,0.0,,red light changed to yellow .3 others lights moving very fast(1 yellow and 2 red),08/01/2003,51.222635,22.928661
65660,2003-07-27 23:48:00,keerbergen (51.00 n&#44 4.617 e) (belgium),,,light,20.0,15-20 seconds,Bright &#39satellite&#39 fades away in a couple of seconds,08/01/2003,51.005794,4.632042
65768,2011-07-27 10:20:00,milk hill&#44 alton (pewsey; wiltshire) (uk/england),,,rectangle,0.0,,Two UFOS seen in two separate photos taken at 10:20 am on 27th of July 2011 on Milk Hill.  ((NUFORC Note:  We suspect birds.  PD)),8/21/2011,51.37766,-1.85196
65770,2011-07-27 17:40:00,pretoria (south africa),,,light,60.0,1 minute,The light was dimming and brightening for about four times and then disappeared.,08/07/2011,-25.746111,28.188056
65837,2013-07-27 22:45:00,prague (czech republic),,,fireball,30.0,20-30 seconds,Red ball/orb seen in Prague,8/30/2013,0,0.0
66092,1994-07-29 12:00:00,zadariv (village) (ukraine),,,triangle,60.0,1 min,Triangle object seen in Ukraine a couple of years after the Belgium flap.,08/11/2004,49.06,25.042778
66160,2005-07-29 04:00:00,romania,,,fireball,10.0,10 sec,UFO or meteorit,10/11/2005,45.943161,24.96676
66196,2007-07-29 19:05:00,at taif (saudi arabia),,,oval,60.0,1 m,We were in the back garden of the house  I clear night and we were watching the stars towards the north  we were surprised by a semi-ov,2/18/2011,21.266667,40.416667
66381,2002-07-30 21:05:00,johannesburg (south africa),,,diamond,600.0,10min,Diamond,7/30/2002,0,0.0
66432,2006-07-30 22:00:00,kullu,,,formation,10.0,10 sec,I was drving in the District of KULLU in the state of Himachal Pradesh in India.I observed the pitch black night sky&#44 when i notice,10/30/2006,31.957851,77.10946
66440,2007-07-30 12:00:00,uk/england,,,,3600.0,1 hour,I was watching the McGlaphlin Group on PBS last Sunday.  They showed footage of a UFO in Englad viewed by many witnesses.  Do you have,08/07/2007,52.355518,-1.17432
66483,2010-07-30 23:05:00,uk/scotland,,,light,180.0,3 mins,two bright lights travelling at speed across a clear night sky.,8/24/2010,56.490671,-4.202646
66656,2004-07-31 22:45:00,uk/england,,,fireball,600.0,10 minutes,Bright orange fireball-like objects moving very fast from north to south&#44 6 in total.,08/11/2004,52.355518,-1.17432
66666,2005-07-31 17:00:00,lima,,,sphere,120.0,2 min.,Big and perfectly round spot in the sun,10/11/2005,0,0.0
66693,2007-07-31 17:30:00,cuba (50 mi. s of; at sea),,,light,300.0,5 minutes,Triangle formation seen off the southern coast of Cuba,08/07/2007,0,0.0
66800,2013-07-31 02:30:00,coleraine (northern ireland),,,cone,3600.0,1 hour,From the naked eye it looked like a distant flashing light.When i then looked through my telescope it was more of an orb shape colors o,8/30/2013,0,0.0
66974,2009-07-03 06:30:00,tehran (iran),,,other,0.0,,I live in Iran-tehran I woke up at 6:30Am and i saw the clock when i closed my eyes suddenly my brain started to shaking very hard then,08/05/2009,35.696111,51.423056
67478,2004-07-04 22:00:00,mexico,,,sphere,2.0,few seconds,fast moving object across bay,6/20/2005,0,0.0
68043,2011-07-04 22:00:00,whitehouse beach,,,light,600.0,10 minutes,5 orange lights. 2 moved together at same speed in an offset manner from west to east. Then stopped and remained stationary. One light,7/17/2011,53.520232,-6.085078
68233,2012-07-04 22:30:00,cedar rapids,,,cigar,60.0,1 minute,Low flying silent fire ball,08/05/2012,0,0.0
68359,2013-07-04 21:34:00,heyworth,,,fireball,600.0,10 minutes,3 Orange balls of light in southern sky on July 4th,7/14/2013,0,0.0
68505,1997-07-05 00:25:00,fos sue mer/salon de provnce (between) (france),,,light,1500.0,25 minuts,A huge light that most of all seemed like those light-balls in the discoteques followedour car. We were alone at the road and when we s,1/28/1999,0,0.0
68537,2001-07-05 19:05:00,stellenbosch (south africa),,,light,5.0,5 seconds,I PERSONALLY HAVE SEEN  8 U.F.O&#39S IN STELLENBOSCH R.S.A. IN THE PAST 4 YEARS.THE CRAFT USUALLY APPEARS AS A BRIGHT LIGHT FLOATING SLOWL,10/12/2001,-33.932104,18.860152
68547,2002-07-05 20:40:00,worcester (south africa),,,formation,5.0,5 seconds,Three bright lights traveling like a shooting star.,7/26/2002,0,0.0
68617,2007-07-05 17:08:00,uk/england,,,disk,1.0,split second,X1 - UO captured on film at 420th of a second while photographing a rainbow. Object moved out of frame in 1/4 of a second.,11/28/2007,52.355518,-1.17432
68700,2011-07-05 14:00:00,in flight (between uk and netherlands),,,,240.0,4 minutes,High speed object from commercial flight&#44 spotted over North Sea,01/12/2012,38.584329,-108.073096
68835,2001-07-06 19:00:00,thornbury&#44 bristol uk (england),,,sphere,30.0,30 seconds,White spherical craft seen in evening near to Sun &#44 vanishing at incredible speed .,08/12/2001,51.602987,-2.580896
68859,2003-07-06 16:05:00,chichen itza (yucatan) (mexico),,,circle,5.0,5 sec,2 sec appearance on video while climbing piramid in chichen Itza Pen Yucat&aacute;n M&eacute;xico,7/16/2003,20.682618,-88.568644
68863,2003-07-06 20:30:00,bahia de los angeles (baja&#44 mexico),,,egg,600.0,less than 10 minutes,glowing ball flying from south to north at the south end of the bay...  Bahia De Los Angeles Baja California Norte,3/28/2004,28.951915,-113.562434
68886,2005-07-06 20:00:00,providenciales island (turks &amp; caicos islands),,,fireball,600.0,10 minutes,Long fireball over South Atlantic ocean,09/02/2005,21.799396,-72.295591
68955,2010-07-06 21:30:00,ho chi minh city (viet nam),,,sphere,10800.0,3 hours,UFO sighting in Vietnam,07/10/2010,10.823099,106.629664
69083,1955-07-07 14:00:00,uk/england (rural),,,disk,600.0,10 minutes,1955+/-&#44 multiple identical circular saucers in formation&#44 spinning&#44 slow-moving&#44 low&#44  30&#39 dia.?&#44 visual only.,02/01/2007,52.355518,-1.17432
69084,1957-07-07 23:00:00,korea,,,rectangle,0.0,,star thought to be sputnik stops a few seconds and then leaves in a 90 degree turn from the point it came,10/31/2003,0,0.0
69197,2001-07-07 00:00:00,noshahr,,,light,1560.0,several hours,An object appearing like a star at night moving in various directions.,9/15/2005,36.648889,51.496111
69266,2006-07-07 11:33:00,sts 121 nasa footage,,,cylinder,4.0,4 sec,Nasa live feed of sts121 on 07/07/06 at approx 11:33 easterntime a cylinder shape object comes into view.,7/16/2006,0,0.0
69304,2008-07-07 18:30:00,gaberone (botswama),,,triangle,2700.0,45 minutes,Triangular object over Botswana - Gaberone  ((NUFORC Note:  Possible sighting of a twinkling star?  PD)),10/31/2008,-24.658056,25.912222
69336,2010-07-07 00:30:00,wellingborough,,,triangle,30.0,30 secs,Bright orange&#44 silent&#44 large upright triangle object,07/10/2010,52.302419,-0.693964
69455,1981-07-08 02:00:00,tamaulipas/rancho los lopez/ lake marte r. gomez,,,light,20.0,20 secondds,It was around two in the morning my cousin and I were having a conversation ( I was back from a three year tour from Germany) It was a,4/16/2005,0,0.0
69468,1998-07-08 17:16:00,hilongos (leyte) (philippines),,,changing,600.0,10minutes,the object had landed in the other hill on the other side of the village we could still see it,11/26/2003,10.370812,124.753367
69510,2003-07-08 20:30:00,greece,,,triangle,600.0,10 min,triangular star formation in greece / cephallonia / poros,7/23/2003,39.074208,21.824312
69517,2004-07-08 13:30:00,mazarron,,,,2100.0,35 mins,Very odd Clouds behaving uncloudlike,7/25/2004,37.595818,-1.314735
69525,2004-07-08 23:00:00,prievidza (slovak republic),,,other,30.0,30seconds,23Hours eastern time&#44me and my friend stands outside.And talk about.He is see the first flying point&#44changing direction on the sky and,10/11/2005,48.77071,18.620954
69543,2006-07-08 19:00:00,singapore,,,disk,240.0,4mins,the black  ufo,7/16/2006,1.352083,103.819836
69725,2003-07-09 23:30:00,barra do tejuco (rio de janeiro) (brazil),,,unknown,420.0,5-7 minutes,Huge shapeless cluster of red and blue green lights with sporadic white stobe-like flashes floating over Barra&#44 Rio de Janeiro.,7/16/2003,-23.000371,-43.365895
69747,2005-07-09 02:45:00,kuwait,,,changing,60.0,1 min,things just change shape and dissapere from the sky in a blink of an eye...,10/11/2005,29.31166,47.481766
69775,2007-07-09 01:30:00,ishikawa (okinawa) (japan),,,light,30.0,30 seconds,A white light was seen until it accelerated and disappeared.,08/07/2007,36.594682,136.625573
69783,2007-07-09 21:00:00,karnal (haryana) (india),,,light,0.0,,Strange lights seen with strong winds and shown by leading news channels in India.,08/07/2007,29.685693,76.990482
69792,2008-07-09 21:00:00,kuwait,,,light,600.0,appr. 10 min.,Possible UFO in the Kuwaiti desert disappeared after two military jets entered the air space.,08/12/2008,29.31166,47.481766
69913,1975-08-10 21:00:00,guyana,,,light,180.0,3.0 mins,Fast moving light object that circles other (stars) two times.,1/21/2008,4.860416,-58.93018
69943,1989-08-10 21:00:00,gibraltar,,,other,2700.0,45 minutes,It was a typically hot Summer&#180;s evening in Gibraltar. I enjoyed walking my dog and on this particular day I had chosen a relatively qui,2/14/2010,36.140751,-5.353585
69989,1999-08-10 02:30:00,uk/wales,,,triangle,240.0,4mins,CRAFT ABOUT 20 FEET LONG 15 FEET WIDE AT REAR THREE LIGHTS AT NOSE(RED&#44BLUE AND YELLOW)CLIFF TOP AT DUNRAVEN BEACH SOUTHERNDOWN S.WALES,09/02/2005,52.130661,-3.783712
70065,2003-08-10 18:30:00,czech republic,,,unknown,0.0,,Our commercional TV station NOVA in TV news was coming with report about the UFO in south Czech&#44 Lipno dam. See   http://www.nova.cz/tv,8/28/2003,49.817492,15.472962
70092,2005-08-10 23:30:00,caribbean sea,,,light,45.0,:45,from a cruise ship balcony my stargazing wife and I saw a &quot;star&quot; streak across the sky&#44 stop&#44 zig zag erratically and disappear.,12/16/2005,14.540111,-74.967637
70122,2007-08-10 22:50:00,uk/england,,,formation,5.0,5 seconds,Formation of 6 or 7 fast star-like objects in the skies above Kent UK.,8/14/2007,52.355518,-1.17432
